dataset,query_id,model,ndcg@10,recall@100,precision@10,reciprocal_rank,average_precision
nfcorpus,PLAIN-371,dense,0.1065437321815507,0.5,0.1,0.2,0.1
nfcorpus,PLAIN-383,dense,0.1460683498427064,0.2,0.1,0.25,0.05
nfcorpus,PLAIN-395,dense,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-407,dense,0.7262287617954056,0.3333333333333333,0.1,1.0,0.3333333333333333
nfcorpus,PLAIN-418,dense,0.9072836011519269,1.0,0.2,1.0,0.7380952380952381
nfcorpus,PLAIN-430,dense,0.6278760013165627,0.5,0.3,1.0,0.3501602564102564
nfcorpus,PLAIN-44,dense,0.1994092145260154,0.2068965517241379,0.3,0.5,0.0481623996574476
nfcorpus,PLAIN-441,dense,0.7048062188129761,0.8,0.4,1.0,0.65
nfcorpus,PLAIN-457,dense,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-468,dense,0.3843483686763148,0.3,0.1,1.0,0.1224071702944942
nfcorpus,PLAIN-478,dense,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-488,dense,0.7125523635307982,0.7333333333333333,0.6,1.0,0.5248932956143582
nfcorpus,PLAIN-499,dense,0.11004588314904,0.1176470588235294,0.1,0.3333333333333333,0.0220653541186919
nfcorpus,PLAIN-510,dense,0.0,0.1666666666666666,0.0,0.0344827586206896,0.0057471264367816
nfcorpus,PLAIN-520,dense,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-531,dense,0.4477345226129469,0.1168831168831168,0.5,0.5,0.0478925365240419
nfcorpus,PLAIN-541,dense,0.1077891545245109,0.3333333333333333,0.1,0.1666666666666666,0.0436507936507936
nfcorpus,PLAIN-551,dense,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-56,dense,0.6653678989152995,0.16,0.5,1.0,0.0924195048450367
nfcorpus,PLAIN-561,dense,0.3589542101716347,0.12,0.2,1.0,0.0815
nfcorpus,PLAIN-571,dense,0.229063610761909,0.4285714285714285,0.2,0.3333333333333333,0.0937925170068027
nfcorpus,PLAIN-583,dense,0.066254223454389,0.0227272727272727,0.1,0.1111111111111111,0.0025252525252525
nfcorpus,PLAIN-593,dense,0.4692787260227564,0.3333333333333333,0.1,1.0,0.3333333333333333
nfcorpus,PLAIN-603,dense,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-613,dense,0.2200917662980801,0.1,0.1,1.0,0.1
nfcorpus,PLAIN-623,dense,0.2578753740644927,0.2439024390243902,0.3,0.3333333333333333,0.0436157975893878
nfcorpus,PLAIN-634,dense,0.2172607128522298,0.1904761904761904,0.2,0.5,0.0491482771970576
nfcorpus,PLAIN-645,dense,0.0,0.0689655172413793,0.0,0.0294117647058823,0.0019994204578383
nfcorpus,PLAIN-660,dense,1.0,0.0905263157894736,1.0,1.0,0.0671160838948388
nfcorpus,PLAIN-671,dense,1.0,1.0,0.1,1.0,1.0
nfcorpus,PLAIN-68,dense,0.4584660801557625,0.2181818181818181,0.1,1.0,0.044030980270063
nfcorpus,PLAIN-681,dense,1.0,1.0,0.1,1.0,1.0
nfcorpus,PLAIN-691,dense,0.0,0.0952380952380952,0.0,0.0476190476190476,0.0042112082928409
nfcorpus,PLAIN-701,dense,0.0843142342558857,0.5,0.1,0.1428571428571428,0.0517960963455149
nfcorpus,PLAIN-711,dense,0.1635413866202963,0.087719298245614,0.2,0.2,0.0127299812144453
nfcorpus,PLAIN-721,dense,1.0,0.68,1.0,1.0,0.6268095238095238
nfcorpus,PLAIN-731,dense,0.5795003533950692,0.2962962962962963,0.5,1.0,0.1341151860867805
nfcorpus,PLAIN-741,dense,0.4256628105513781,0.3157894736842105,0.5,0.3333333333333333,0.1520467836257309
nfcorpus,PLAIN-751,dense,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-761,dense,0.1909208661789347,0.1666666666666666,0.1,0.5,0.0833333333333333
nfcorpus,PLAIN-771,dense,0.7653606369886217,0.6666666666666666,0.2,1.0,0.6666666666666666
nfcorpus,PLAIN-78,dense,0.0777551224235388,0.0806451612903225,0.1,0.1,0.005392098940486
nfcorpus,PLAIN-782,dense,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-792,dense,0.0,0.1666666666666666,0.0,0.0625,0.0104166666666666
nfcorpus,PLAIN-806,dense,0.6203974344166847,0.15625,0.5,1.0,0.0777037633365028
nfcorpus,PLAIN-817,dense,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-827,dense,0.7682269253321374,0.1598360655737705,0.7,1.0,0.0921096384195473
nfcorpus,PLAIN-838,dense,0.6930221935231563,0.6666666666666666,0.5,1.0,0.5925925925925926
nfcorpus,PLAIN-850,dense,0.4518459360204552,0.1228070175438596,0.5,0.5,0.0577050734945471
nfcorpus,PLAIN-872,dense,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-882,dense,0.6421867266689009,0.6,0.5,1.0,0.3652377687671804
nfcorpus,PLAIN-892,dense,0.2200917662980801,0.0543478260869565,0.1,1.0,0.0138559556308488
nfcorpus,PLAIN-902,dense,0.3183412193664158,0.5,0.2,0.3333333333333333,0.1458333333333333
nfcorpus,PLAIN-91,dense,0.3262206421824528,0.125,0.3,1.0,0.0592140997023809
nfcorpus,PLAIN-913,dense,0.7967610662472991,0.4411764705882353,0.7,1.0,0.2878572733617535
nfcorpus,PLAIN-924,dense,0.6339753813071974,0.40625,0.6,1.0,0.1940260658272528
nfcorpus,PLAIN-934,dense,0.599976751690748,0.3366336633663366,0.7,0.5,0.2163453357886265
nfcorpus,PLAIN-946,dense,0.0,0.032258064516129,0.0,0.0227272727272727,0.000733137829912
nfcorpus,PLAIN-956,dense,0.6870165078530992,0.1893203883495145,0.6,1.0,0.1063168084806839
nfcorpus,PLAIN-966,dense,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-977,dense,0.4692787260227564,0.3333333333333333,0.1,1.0,0.3333333333333333
nfcorpus,PLAIN-987,dense,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-997,dense,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1008,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1018,hybrid,0.5063209639325834,0.1333333333333333,0.6,0.5,0.0609612706981128
nfcorpus,PLAIN-102,hybrid,0.0,0.125,0.0,0.0769230769230769,0.007992534891269
nfcorpus,PLAIN-1028,hybrid,0.0,1.0,0.0,0.04,0.04
nfcorpus,PLAIN-1039,hybrid,1.0,1.0,0.2,1.0,1.0
nfcorpus,PLAIN-1050,hybrid,0.0,0.0319148936170212,0.0,0.0196078431372549,0.0007622340837773
nfcorpus,PLAIN-1066,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1088,hybrid,0.5531464700081437,0.4,0.2,1.0,0.4
nfcorpus,PLAIN-1098,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1109,hybrid,0.6581810421830974,0.1530612244897959,0.6,1.0,0.0805687174076703
nfcorpus,PLAIN-1119,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-112,hybrid,0.5265557977697708,0.1071428571428571,0.4,1.0,0.051256257219869
nfcorpus,PLAIN-1130,hybrid,1.0,1.0,0.1,1.0,1.0
nfcorpus,PLAIN-1141,hybrid,0.2200917662980801,0.1875,0.1,1.0,0.0671924468566259
nfcorpus,PLAIN-1151,hybrid,0.2735872697693364,0.1372549019607843,0.3,0.3333333333333333,0.0428714348585713
nfcorpus,PLAIN-1161,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1172,hybrid,0.2200917662980801,0.0526315789473684,0.1,1.0,0.0526315789473684
nfcorpus,PLAIN-1183,hybrid,0.2984900352767555,0.2,0.2,1.0,0.0608050196568512
nfcorpus,PLAIN-1193,hybrid,0.0,0.5555555555555556,0.0,0.0714285714285714,0.0646452286433727
nfcorpus,PLAIN-12,hybrid,0.0423027641059524,0.1333333333333333,0.1,0.3333333333333333,0.0177644310977644
nfcorpus,PLAIN-1203,hybrid,0.3589542101716347,0.4166666666666667,0.2,1.0,0.2137345679012345
nfcorpus,PLAIN-1214,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1225,hybrid,0.6749359875559982,0.4074074074074074,0.6,1.0,0.253359093938804
nfcorpus,PLAIN-123,hybrid,0.0896628430076681,0.196078431372549,0.1,1.0,0.0410094157112004
nfcorpus,PLAIN-1236,hybrid,0.3391602052736161,0.2,0.1,1.0,0.2
nfcorpus,PLAIN-1249,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1262,hybrid,0.4152807670887412,0.3,0.3,1.0,0.2266666666666666
nfcorpus,PLAIN-1275,hybrid,0.538431315257452,0.2,0.4,1.0,0.0898925568771076
nfcorpus,PLAIN-1288,hybrid,0.7065836017263628,0.1275510204081632,0.6,1.0,0.0628518282067637
nfcorpus,PLAIN-1299,hybrid,0.0783982689786753,0.0491803278688524,0.1,0.1666666666666666,0.0066640010662401
nfcorpus,PLAIN-1309,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1320,hybrid,0.2032495876139783,0.5,0.2,0.1666666666666666,0.1111111111111111
nfcorpus,PLAIN-133,hybrid,0.090646680047143,0.0833333333333333,0.1,0.125,0.0055765993265993
nfcorpus,PLAIN-1331,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1342,hybrid,0.3187939258847263,0.3125,0.3,0.5,0.1467657342657342
nfcorpus,PLAIN-1353,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1363,hybrid,0.2837125544970318,0.2727272727272727,0.2,1.0,0.1227272727272727
nfcorpus,PLAIN-1374,hybrid,0.07336392209936,0.2307692307692307,0.1,0.1428571428571428,0.0238137961410994
nfcorpus,PLAIN-1387,hybrid,0.6840182226156365,0.6666666666666666,0.6,1.0,0.4916666666666666
nfcorpus,PLAIN-1398,hybrid,1.0,0.3203883495145631,1.0,1.0,0.264858751217139
nfcorpus,PLAIN-1409,hybrid,0.0783982689786753,0.067193675889328,0.1,0.1666666666666666,0.0136668599565544
nfcorpus,PLAIN-1419,hybrid,0.3718539573761155,0.1846153846153846,0.3,1.0,0.0585527518652057
nfcorpus,PLAIN-1429,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-143,hybrid,0.6909032516569062,0.1764705882352941,0.3,1.0,0.076844070961718
nfcorpus,PLAIN-1441,hybrid,0.58874982024632,0.1827956989247312,0.5,1.0,0.0828928009715104
nfcorpus,PLAIN-1453,hybrid,0.3757677525932109,0.1224489795918367,0.4,0.5,0.0478857279851734
nfcorpus,PLAIN-1463,hybrid,0.5599332595218055,0.375,0.5,1.0,0.1806818181818181
nfcorpus,PLAIN-1473,hybrid,1.0,1.0,0.1,1.0,1.0
nfcorpus,PLAIN-1485,hybrid,0.0694312219367772,0.0555555555555555,0.1,0.125,0.0057307110878539
nfcorpus,PLAIN-1496,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1506,hybrid,0.2200917662980801,0.2,0.1,1.0,0.0712863401035444
nfcorpus,PLAIN-1516,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1527,hybrid,0.8572048559638626,0.1584158415841584,0.8,1.0,0.1200491140172435
nfcorpus,PLAIN-153,hybrid,0.733604221052867,0.3191489361702128,0.8,1.0,0.2562030852390104
nfcorpus,PLAIN-1537,hybrid,0.5494344239412027,0.2222222222222222,0.6,0.5,0.101878797570352
nfcorpus,PLAIN-1547,hybrid,0.0,0.1666666666666666,0.0,0.0526315789473684,0.0087719298245614
nfcorpus,PLAIN-1557,hybrid,0.2489083270225946,0.1923076923076923,0.2,0.5,0.0624583749583749
nfcorpus,PLAIN-1568,hybrid,1.0,1.0,0.2,1.0,1.0
nfcorpus,PLAIN-1579,hybrid,0.3391602052736161,0.2,0.1,1.0,0.2
nfcorpus,PLAIN-1590,hybrid,0.1388624438735545,0.2222222222222222,0.1,0.5,0.0360672996342866
nfcorpus,PLAIN-1601,hybrid,0.7846170207230129,0.2567567567567567,0.7,1.0,0.1535471758217704
nfcorpus,PLAIN-1611,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1621,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1635,hybrid,0.9266360779006398,0.1461716937354988,0.9,1.0,0.1166356352926011
nfcorpus,PLAIN-1645,hybrid,0.3026024134988135,0.1666666666666666,0.1,1.0,0.1666666666666666
nfcorpus,PLAIN-165,hybrid,0.3519284108810249,0.2777777777777778,0.5,0.5,0.124805159459631
nfcorpus,PLAIN-1656,hybrid,0.0,0.0357142857142857,0.0,0.0769230769230769,0.0027472527472527
nfcorpus,PLAIN-1667,hybrid,0.7655934900767001,0.2389937106918239,0.7,1.0,0.1503000587762032
nfcorpus,PLAIN-1679,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1690,hybrid,0.0,0.25,0.0,0.0161290322580645,0.0040322580645161
nfcorpus,PLAIN-1700,hybrid,0.0,0.2,0.0,0.0192307692307692,0.0038461538461538
nfcorpus,PLAIN-1710,hybrid,1.0,0.875,1.0,1.0,0.8165005184766214
nfcorpus,PLAIN-1721,hybrid,0.5599332595218055,0.2258064516129032,0.5,1.0,0.1374241898695592
nfcorpus,PLAIN-1731,hybrid,0.7653606369886217,1.0,0.2,1.0,0.6923076923076924
nfcorpus,PLAIN-1741,hybrid,1.0,0.1642857142857142,1.0,1.0,0.1483859313536416
nfcorpus,PLAIN-175,hybrid,0.3590828504335162,0.1351351351351351,0.4,1.0,0.1018018018018018
nfcorpus,PLAIN-1752,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1762,hybrid,0.4416737339478612,0.625,0.3,1.0,0.2869349128540305
nfcorpus,PLAIN-1772,hybrid,1.0,1.0,0.2,1.0,1.0
nfcorpus,PLAIN-1784,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1794,hybrid,0.8503449055347546,1.0,0.2,1.0,0.7
nfcorpus,PLAIN-1805,hybrid,0.936379211801048,0.2672413793103448,0.9,1.0,0.2281630924940619
nfcorpus,PLAIN-1817,hybrid,0.5541432109622958,0.4074074074074074,0.4,1.0,0.2036977369068012
nfcorpus,PLAIN-1827,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1837,hybrid,1.0,0.3163265306122449,1.0,1.0,0.2821157547801036
nfcorpus,PLAIN-1847,hybrid,0.2200917662980801,0.2727272727272727,0.1,1.0,0.0964772727272727
nfcorpus,PLAIN-1857,hybrid,0.5541432109622958,0.1818181818181818,0.4,1.0,0.1241314749323902
nfcorpus,PLAIN-186,hybrid,0.1388624438735545,0.0416666666666666,0.1,0.5,0.0208333333333333
nfcorpus,PLAIN-1867,hybrid,0.0,0.1428571428571428,0.0,0.0357142857142857,0.0051020408163265
nfcorpus,PLAIN-1877,hybrid,0.0,0.0555555555555555,0.0,0.0172413793103448,0.001040094430899
nfcorpus,PLAIN-1887,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1897,hybrid,0.2640681225725909,0.5,0.1,0.25,0.125
nfcorpus,PLAIN-1909,hybrid,0.8415908474314974,0.1036717062634989,0.8,1.0,0.0704873805835799
nfcorpus,PLAIN-1919,hybrid,0.7909506325094736,0.6296296296296297,0.7,1.0,0.3467110696128938
nfcorpus,PLAIN-1929,hybrid,0.0,0.2,0.0,0.0909090909090909,0.020855614973262
nfcorpus,PLAIN-1940,hybrid,0.3589542101716347,0.1666666666666666,0.2,1.0,0.1666666666666666
nfcorpus,PLAIN-1950,hybrid,0.2489083270225946,0.2307692307692307,0.2,0.5,0.1012820512820512
nfcorpus,PLAIN-196,hybrid,0.6758704024811182,0.1159420289855072,0.6,1.0,0.073774340654136
nfcorpus,PLAIN-1962,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-1972,hybrid,0.0,0.0909090909090909,0.0,0.0120481927710843,0.0010952902519167
nfcorpus,PLAIN-1983,hybrid,1.0,0.5,1.0,1.0,0.4231150793650793
nfcorpus,PLAIN-1995,hybrid,0.0,0.1818181818181818,0.0,0.0833333333333333,0.0106574216743708
nfcorpus,PLAIN-2,hybrid,0.6906965624336822,0.7083333333333334,0.6,1.0,0.4173942810072638
nfcorpus,PLAIN-2009,hybrid,0.1089364926177559,0.125,0.1,0.25,0.03125
nfcorpus,PLAIN-2019,hybrid,0.2960819109658652,0.3333333333333333,0.1,0.5,0.1666666666666666
nfcorpus,PLAIN-2030,hybrid,0.1909208661789347,0.1666666666666666,0.1,0.5,0.0833333333333333
nfcorpus,PLAIN-2040,hybrid,0.5541432109622958,0.1818181818181818,0.4,1.0,0.0744282840779665
nfcorpus,PLAIN-2051,hybrid,0.5053603444371989,0.1239436619718309,0.6,0.3333333333333333,0.0640633255044775
nfcorpus,PLAIN-2061,hybrid,0.905211635630449,0.1536585365853658,0.9,1.0,0.1317279395439311
nfcorpus,PLAIN-207,hybrid,0.6581810421830974,0.2545454545454545,0.6,1.0,0.1376532636304135
nfcorpus,PLAIN-2071,hybrid,0.4847119890255185,0.3777777777777777,0.4,1.0,0.1708404456660687
nfcorpus,PLAIN-2081,hybrid,1.0,1.0,0.1,1.0,1.0
nfcorpus,PLAIN-2092,hybrid,0.6489315753318465,0.5,0.5,1.0,0.5
nfcorpus,PLAIN-2102,hybrid,0.611755947233009,0.1163895486935867,0.7,0.5,0.0699857191281305
nfcorpus,PLAIN-2113,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2124,hybrid,0.5867945846769145,0.6470588235294118,0.5,1.0,0.3353825799094341
nfcorpus,PLAIN-2134,hybrid,0.0,0.0833333333333333,0.0,0.0104166666666666,0.0008680555555555
nfcorpus,PLAIN-2145,hybrid,0.1482972305701491,0.1111111111111111,0.1,0.5,0.0555555555555555
nfcorpus,PLAIN-2156,hybrid,0.7016782760391698,1.0,0.4,1.0,0.5641203703703703
nfcorpus,PLAIN-2167,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-217,hybrid,0.0,0.0277777777777777,0.0,0.02,0.0005555555555555
nfcorpus,PLAIN-2177,hybrid,0.4288398090337664,0.2083333333333333,0.4,0.5,0.1321338383838383
nfcorpus,PLAIN-2187,hybrid,0.2350455494144854,0.1111111111111111,0.1,1.0,0.1111111111111111
nfcorpus,PLAIN-2197,hybrid,0.936379211801048,0.3103448275862069,0.9,1.0,0.2203119142017376
nfcorpus,PLAIN-2209,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2220,hybrid,0.3029889503327762,0.2222222222222222,0.2,1.0,0.1333333333333333
nfcorpus,PLAIN-2230,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2240,hybrid,0.5517854393872873,0.4545454545454545,0.5,1.0,0.3164502164502165
nfcorpus,PLAIN-2250,hybrid,0.0,1.0,0.0,0.0666666666666666,0.0533333333333333
nfcorpus,PLAIN-2261,hybrid,0.5103515512676446,0.1833333333333333,0.4,1.0,0.0780607074681101
nfcorpus,PLAIN-227,hybrid,0.0694312219367772,0.025,0.1,0.125,0.003125
nfcorpus,PLAIN-2271,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2281,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2291,hybrid,0.1208113026994942,0.4,0.1,0.1666666666666666,0.0471264367816091
nfcorpus,PLAIN-23,hybrid,0.4431933698177305,0.1111111111111111,0.5,1.0,0.0741331970498637
nfcorpus,PLAIN-2301,hybrid,0.07336392209936,0.2307692307692307,0.1,0.1428571428571428,0.021565934065934
nfcorpus,PLAIN-2311,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2321,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2332,hybrid,0.5517854393872873,0.268041237113402,0.5,1.0,0.112167842315168
nfcorpus,PLAIN-2343,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2354,hybrid,0.5531464700081437,0.4,0.2,1.0,0.4
nfcorpus,PLAIN-2364,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2375,hybrid,0.0,0.5,0.0,0.0172413793103448,0.0086206896551724
nfcorpus,PLAIN-238,hybrid,0.1388624438735545,0.037037037037037,0.1,0.5,0.010047281323877
nfcorpus,PLAIN-2386,hybrid,0.11004588314904,0.2631578947368421,0.1,0.3333333333333333,0.0458104447024114
nfcorpus,PLAIN-2396,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2408,hybrid,0.098039285831357,0.4,0.1,0.1,0.0250632911392405
nfcorpus,PLAIN-2430,hybrid,0.4690000933206747,0.217391304347826,0.3,1.0,0.0980067676203956
nfcorpus,PLAIN-2440,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2450,hybrid,0.3052348839397011,0.1842105263157894,0.2,1.0,0.0625517572643668
nfcorpus,PLAIN-2460,hybrid,0.4509615679259843,0.2903225806451613,0.4,0.5,0.0980653062789142
nfcorpus,PLAIN-2470,hybrid,0.4294525148711476,0.2328767123287671,0.4,1.0,0.0808298205786746
nfcorpus,PLAIN-248,hybrid,0.139618145553749,0.1935483870967742,0.2,0.1428571428571428,0.0389699965572799
nfcorpus,PLAIN-2480,hybrid,0.3548122743582241,0.5,0.4,1.0,0.1936763468013468
nfcorpus,PLAIN-2490,hybrid,0.3620181203868193,0.3043478260869565,0.3,0.5,0.1053227523354162
nfcorpus,PLAIN-2500,hybrid,0.1872544999534337,0.7142857142857143,0.1,0.25,0.0880923798090664
nfcorpus,PLAIN-2510,hybrid,0.7279901431917941,0.5652173913043478,0.7,1.0,0.3383003545311248
nfcorpus,PLAIN-2520,hybrid,0.0599771606703905,0.1232876712328767,0.2,0.25,0.0229934470352431
nfcorpus,PLAIN-2530,hybrid,0.9048032373092418,0.3055555555555556,1.0,1.0,0.2687868919052133
nfcorpus,PLAIN-2540,hybrid,0.5858500834505297,0.5714285714285714,0.5,1.0,0.2885330154208873
nfcorpus,PLAIN-2550,hybrid,0.0,0.32,0.0,0.0714285714285714,0.0363340720244768
nfcorpus,PLAIN-2560,hybrid,0.8630152897016882,0.6666666666666666,0.8,1.0,0.4960633243196269
nfcorpus,PLAIN-2570,hybrid,0.2250979506068671,0.15,0.2,0.3333333333333333,0.0305811119909199
nfcorpus,PLAIN-2580,hybrid,0.3896096958444333,0.1304347826086956,0.2,1.0,0.0698757763975155
nfcorpus,PLAIN-259,hybrid,0.3589542101716347,0.2142857142857142,0.2,1.0,0.1458752515090543
nfcorpus,PLAIN-2590,hybrid,0.0906075444405991,0.0952380952380952,0.2,0.125,0.0154048697152145
nfcorpus,PLAIN-2600,hybrid,0.6613158235505794,0.4,0.3,1.0,0.3307692307692307
nfcorpus,PLAIN-2610,hybrid,0.335395769556339,0.1147540983606557,0.4,0.5,0.0415460374332396
nfcorpus,PLAIN-2620,hybrid,0.1584091525685025,0.2909090909090909,0.2,0.25,0.0584936610258835
nfcorpus,PLAIN-2630,hybrid,0.5635709448196854,0.2916666666666667,0.5,1.0,0.1502620174044862
nfcorpus,PLAIN-2640,hybrid,0.577674608341486,0.5,0.9,1.0,0.3373540452648682
nfcorpus,PLAIN-2650,hybrid,0.3995688713838976,0.3793103448275862,0.3,1.0,0.1204182990486267
nfcorpus,PLAIN-2660,hybrid,0.2172607128522298,0.2962962962962963,0.2,0.5,0.0590991567500287
nfcorpus,PLAIN-2670,hybrid,0.3406992958233561,0.0857142857142857,0.1,1.0,0.0330039525691699
nfcorpus,PLAIN-2680,hybrid,0.2855599201708855,0.3571428571428571,0.2,0.5,0.0998954605765751
nfcorpus,PLAIN-2690,hybrid,0.351522365230886,0.1162790697674418,0.3,1.0,0.0679748062015503
nfcorpus,PLAIN-270,hybrid,0.2200917662980801,0.25,0.1,1.0,0.0556889230040244
nfcorpus,PLAIN-2700,hybrid,0.1318004790120968,0.7,0.1,0.2,0.0877480260741254
nfcorpus,PLAIN-2710,hybrid,0.6876766846858763,0.2857142857142857,0.5,1.0,0.2337301587301587
nfcorpus,PLAIN-2720,hybrid,0.2484728055119538,0.3055555555555556,0.2,1.0,0.0767654845264985
nfcorpus,PLAIN-2730,hybrid,0.6702851413077718,0.3448275862068966,0.5,1.0,0.2003115323947176
nfcorpus,PLAIN-2740,hybrid,0.5494008292711625,0.24,0.5,0.5,0.1094497071555895
nfcorpus,PLAIN-2750,hybrid,0.5009210695574934,0.2711864406779661,0.7,1.0,0.1734067391200136
nfcorpus,PLAIN-2760,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2770,hybrid,0.2326357557322262,0.4146341463414634,0.4,0.3333333333333333,0.1212730921761588
nfcorpus,PLAIN-2780,hybrid,0.4308431902081481,0.4545454545454545,0.5,1.0,0.2433165254285944
nfcorpus,PLAIN-2790,hybrid,0.4934547340204614,0.1186440677966101,0.4,1.0,0.0731852062859041
nfcorpus,PLAIN-280,hybrid,0.5174612499126158,0.45,0.4,1.0,0.2005815018315018
nfcorpus,PLAIN-2800,hybrid,0.0358262204592998,0.125,0.1,0.125,0.0125754830917874
nfcorpus,PLAIN-2810,hybrid,0.0,0.5,0.0,0.0833333333333333,0.0357015669515669
nfcorpus,PLAIN-2820,hybrid,0.0,0.125,0.0,0.0161290322580645,0.002016129032258
nfcorpus,PLAIN-2830,hybrid,0.3631143808977028,1.0,0.1,0.3333333333333333,0.137089518668466
nfcorpus,PLAIN-2840,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2850,hybrid,0.0,0.3333333333333333,0.0,0.0833333333333333,0.0248042159806865
nfcorpus,PLAIN-2860,hybrid,1.0,1.0,0.2,1.0,1.0
nfcorpus,PLAIN-2870,hybrid,0.0781764177375172,0.2,0.1,0.2,0.04
nfcorpus,PLAIN-2880,hybrid,0.0,0.0588235294117647,0.0,0.0212765957446808,0.0012515644555694
nfcorpus,PLAIN-2890,hybrid,0.2892598909735473,0.0344827586206896,0.1,0.5,0.0172413793103448
nfcorpus,PLAIN-2900,hybrid,0.0,0.0833333333333333,0.0,0.04,0.0033333333333333
nfcorpus,PLAIN-291,hybrid,0.3589542101716347,0.4615384615384615,0.2,1.0,0.187406652645513
nfcorpus,PLAIN-2910,hybrid,0.3843483686763148,0.0666666666666666,0.1,1.0,0.0666666666666666
nfcorpus,PLAIN-2920,hybrid,0.0,0.1428571428571428,0.0,0.027027027027027,0.0038610038610038
nfcorpus,PLAIN-2930,hybrid,0.5066760619846871,0.4285714285714285,0.2,1.0,0.108739111467182
nfcorpus,PLAIN-2940,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2950,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-2960,hybrid,0.3196311965446524,0.5,0.1,0.2,0.1
nfcorpus,PLAIN-2970,hybrid,0.4796550695430686,0.1111111111111111,0.1,1.0,0.1111111111111111
nfcorpus,PLAIN-2981,hybrid,0.5321036168710065,0.2857142857142857,0.1,1.0,0.1688311688311688
nfcorpus,PLAIN-2991,hybrid,0.3065735963827292,0.5,0.1,0.3333333333333333,0.1666666666666666
nfcorpus,PLAIN-3001,hybrid,0.3065735963827292,0.5,0.1,0.3333333333333333,0.1666666666666666
nfcorpus,PLAIN-3014,hybrid,0.0,0.0,0.0,0.0,0.0
nfcorpus,PLAIN-3026,hybrid,0.2890648263178878,1.0,0.1,0.1,0.1
nfcorpus,PLAIN-3037,hybrid,0.0,0.0,0.0,0.0,0.0
